"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3855.5801	-59.556164	-48.323021	24.846418	-50.09663
3855.5806	-59.700012	-48.425743	26.986891	-49.975853
3855.5811	-59.735973	-48.383041	26.545385	-49.877293
3855.5817	-59.987705	-48.551426	23.977142	-49.910416
3855.5822	-60.161522	-48.390293	19.933311	-50.229931
3855.5827	-60.041649	-48.387474	15.227828	-50.145103
3855.5832	-59.993698	-48.5905	10.034387	-50.069569
3855.5838	-60.0896	-48.558273	4.6813898	-50.06472
3855.5843	-60.227451	-48.365318	-0.35693923	-49.702789
3855.5848	-60.125561	-48.515171	-5.1775451	-50.021904
3855.5853	-60.047642	-48.704906	-9.8196096	-50.125717
3855.5859	-60.005688	-48.619907	-13.62431	-49.735508
3855.5864	-59.957737	-48.712963	-17.381748	-49.871231
3855.5869	-59.586132	-48.368542	-20.558727	-49.628464
3855.5874	-59.915783	-48.506714	-23.719954	-49.582012
3855.588	-59.855846	-48.306103	-26.25386	-49.534752
3855.5885	-59.903793	-48.548203	-28.602764	-49.469315
3855.589	-59.813889	-48.653748	-30.503298	-49.385696
3855.5895	-59.777927	-48.574387	-32.426449	-49.317837
3855.5901	-59.556164	-48.372166	-33.846294	-49.251186
3855.5906	-59.747959	-48.395531	-34.890881	-48.777367
3855.5911	-59.79591	-48.272667	-36.211357	-48.902184
3855.5916	-59.873825	-48.362499	-37.333096	-49.128387
3855.5922	-59.789917	-48.196129	-38.110271	-49.115463
3855.5927	-59.891808	-48.115562	-38.676594	-49.022961
3855.5932	-59.819885	-48.013245	-39.522846	-48.999535
3855.5937	-59.735973	-47.983032	-40.167534	-49.020939
3855.5943	-59.574142	-47.519775	-40.760113	-49.107388
