"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3309.1918	-35.663601	-46.705231	-44.778973	-39.473377
3309.1923	-35.663601	-46.705231	-44.564606	-39.438164
3309.1929	-35.902954	-46.705231	-44.755154	-39.438164
3309.1934	-35.663601	-46.705231	-44.564606	-39.238625
3309.194	-35.902954	-46.705231	-44.540787	-39.203411
3309.1946	-35.902954	-46.705231	-44.540787	-39.203411
3309.1951	-36.142307	-46.929321	-44.755154	-39.203411
3309.1957	-36.142307	-47.165207	-44.778973	-39.203411
3309.1962	-36.142307	-47.177002	-44.778973	-39.003876
3309.1968	-36.38166	-46.952911	-44.778973	-38.968662
3309.1974	-36.38166	-46.941116	-44.778973	-38.769123
3309.1979	-36.38166	-46.941116	-44.778973	-38.73391
3309.1985	-36.38166	-46.941116	-44.778973	-38.73391
3309.199	-36.38166	-46.941116	-44.778973	-38.534374
3309.1996	-36.38166	-46.941116	-44.778973	-38.499161
3309.2002	-36.621014	-46.941116	-44.99334	-38.499161
3309.2007	-36.621014	-46.941116	-44.802792	-38.499161
3309.2013	-36.621014	-46.941116	-44.778973	-38.499161
3309.2018	-36.621014	-46.941116	-44.778973	-38.499161
3309.2024	-36.621014	-46.941116	-44.778973	-38.299622
3309.203	-36.38166	-46.717026	-44.564606	-38.064869
3309.2035	-36.38166	-46.48114	-44.540787	-38.029655
3309.2041	-36.38166	-46.469345	-44.540787	-37.83012
3309.2046	-36.38166	-46.469345	-44.540787	-37.794907
3309.2052	-36.38166	-46.469345	-44.540787	-37.794907
3309.2058	-36.621014	-46.693436	-44.755154	-37.794907
3309.2063	-36.621014	-46.705231	-44.778973	-37.794907
3309.2069	-36.860367	-46.48114	-44.778973	-37.595367
3309.2074	-36.38166	-46.693436	-44.778973	-37.560154
3309.208	-36.621014	-46.48114	-44.564606	-37.560154
3309.2086	-36.860367	-46.469345	-44.755154	-37.360619
3309.2091	-36.621014	-46.469345	-44.564606	-37.325405
3309.2097	-36.621014	-46.469345	-44.540787	-37.325405
3309.2102	-36.621014	-46.469345	-44.540787	-37.325405
3309.2108	-36.621014	-46.469345	-44.755154	-37.325405
3309.2114	-36.860367	-46.469345	-44.778973	-37.125866
3309.2119	-37.09972	-46.693436	-44.778973	-37.290192
3309.2125	-37.09972	-46.705231	-44.778973	-37.125866
3309.213	-37.09972	-46.705231	-44.778973	-37.090652
3309.2136	-36.860367	-46.48114	-44.778973	-36.891117
3309.2142	-36.860367	-46.469345	-44.778973	-36.855904
3309.2147	-36.621014	-46.469345	-44.778973	-36.656364
3309.2153	-36.860367	-46.469345	-44.778973	-36.621151
3309.2158	-36.621014	-46.469345	-44.778973	-36.621151
3309.2164	-36.860367	-46.469345	-44.564606	-36.621151
3309.217	-36.621014	-46.469345	-44.755154	-36.421616
3309.2175	-36.860367	-46.469345	-44.778973	-36.386402
3309.2181	-36.621014	-46.469345	-44.778973	-36.386402
3309.2186	-36.621014	-46.469345	-44.564606	-36.186863
3309.2192	-36.621014	-46.469345	-44.540787	-36.151649
3309.2198	-36.38166	-46.245258	-44.540787	-35.95211
