"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
4493.9081	-57.525314	-44.535671	-49.738739	-49.446815
4493.9086	-57.483017	-44.957626	-49.601807	-49.380165
4493.9092	-57.651001	-45.477871	-49.501225	-49.380165
4493.9097	-57.716259	-45.871056	-49.410339	-49.48317
4493.9102	-57.808105	-46.030888	-49.503242	-49.295338
4493.9108	-57.491478	-46.488003	-49.372368	-49.416519
4493.9113	-57.658249	-46.497593	-49.507286	-49.180218
4493.9118	-57.696922	-46.814854	-49.494762	-49.059032
4493.9123	-57.753723	-47.285156	-49.42609	-49.071152
4493.9128	-57.518066	-47.66396	-49.379639	-49.09539
4493.9134	-57.571239	-47.744675	-49.284714	-48.889381
4493.9139	-57.561569	-47.888519	-49.160702	-48.895439
4493.9144	-57.45039	-47.825787	-49.169994	-48.919674
4493.9149	-57.579697	-48.150642	-49.357826	-49.325634
4493.9155	-57.589367	-48.207783	-49.370346	-49.35593
4493.916	-57.495102	-48.221367	-49.157875	-49.307457
4493.9165	-57.623203	-48.524246	-49.209579	-49.168098
4493.9171	-57.684837	-48.842308	-49.338036	-49.283222
4493.9176	-57.66671	-48.986557	-49.245529	-49.258984
4493.9181	-57.476974	-49.079258	-49.19706	-49.277161
4493.9186	-57.489059	-48.978966	-49.186962	-49.21051
4493.9191	-57.537399	-49.374146	-49.03912	-49.301399
4493.9197	-57.473351	-49.358162	-48.969238	-49.107506
4493.9202	-57.382713	-49.735363	-48.961967	-49.561939
4493.9207	-57.359753	-49.566742	-48.788677	-48.980267
4493.9212	-57.580906	-49.754143	-48.846035	-49.077213
4493.9218	-57.510815	-49.623081	-49.032249	-49.295338
4493.9223	-57.373047	-49.981903	-48.990646	-49.301399
4493.9228	-57.394798	-49.929955	-48.927631	-49.271103
4493.9234	-57.310204	-49.655849	-48.809277	-49.265041
4493.9239	-57.382713	-50.207264	-49.117889	-49.386223
