"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3713.5513	-62.121445	-48.041843	-35.485481	-61.461044
3713.5518	-62.103466	-48.097031	-35.030643	-61.495785
3713.5524	-62.03154	-47.83519	-34.791512	-61.34552
3713.5529	-61.671921	-47.960876	-34.113701	-61.345921
3713.5534	-61.821762	-47.92905	-33.750965	-61.352386
3713.5539	-61.791794	-48.030163	-32.921272	-61.482861
3713.5545	-61.719872	-48.104687	-32.48098	-61.350769
3713.555	-61.85173	-48.202576	-31.450129	-61.465084
3713.5555	-62.055515	-48.231979	-29.957577	-61.937695
3713.556	-61.893688	-47.941135	-26.447348	-61.541027
3713.5566	-61.336277	-47.906494	-16.148523	-61.221912
3713.5571	-61.28833	-47.866211	-1.5970315	-61.393589
3713.5576	-61.534069	-48.147789	10.846304	-61.328148
3713.5581	-61.617977	-47.956444	20.111448	-61.294216
3713.5587	-61.611984	-47.867821	25.432533	-61.026409
3713.5592	-61.677914	-48.037815	27.443342	-61.273212
3713.5597	-61.677914	-48.09663	26.670607	-61.213024
3713.5602	-61.983593	-47.886753	23.822031	-61.173439
3713.5608	-61.899681	-47.937511	19.774158	-61.335014
3713.5613	-62.2593	-48.243664	14.531034	-61.227974
3713.5618	-62.097469	-47.94315	9.2487259	-61.21949
3713.5623	-62.127438	-48.178001	3.8290787	-61.326939
3713.5629	-62.085484	-48.117577	-1.3453776	-61.125374
3713.5634	-61.977596	-48.075279	-6.068634	-61.189602
3713.5639	-61.929649	-47.97699	-10.401282	-61.059528
3713.5644	-62.121445	-48.15625	-14.536404	-61.157284
3713.565	-62.109459	-48.081322	-18.176296	-61.187576
3713.5655	-62.205357	-48.154236	-21.433659	-61.126987
3713.566	-62.169395	-48.1208	-24.370699	-61.139507
3713.5665	-62.007565	-48.296837	-26.852095	-61.055893
3713.5671	-61.899681	-48.167931	-29.163836	-61.14032
3713.5676	-62.049522	-48.258972	-30.829275	-61.175056
3713.5681	-62.04353	-48.15625	-32.33112	-60.905632
3713.5686	-62.085484	-48.231979	-34.03857	-60.942791
3713.5692	-61.86372	-48.110325	-35.209187	-60.72628
3713.5697	-61.977596	-48.047485	-36.212566	-61.032867
3713.5702	-61.953625	-47.899643	-37.02206	-60.925823
3713.5707	-62.025547	-47.63176	-37.941425	-60.990051
3713.5713	-62.001572	-47.478683	-38.508556	-61.0462
