mode,control_gain,onset_failed,n_pre_intervals,mean_pre_frequency_hz,mean_pre_driver_frequency_hz,n_post_intervals,mean_post_frequency_hz
presynaptic,4.407354208560759,false,9,0.13661952106830286,3.6966836008682002,0,0.0
presynaptic,4.455616202240735,false,9,0.14067214197179098,3.6831843707298666,0,0.0
presynaptic,4.503878195920713,false,9,0.13704359993471188,3.6847499123920295,0,0.0
presynaptic,4.5521401896006894,false,9,0.1381991681920115,3.685111532157899,0,0.0
presynaptic,4.600402183280666,false,9,0.13912764401283553,3.6790129698182716,0,0.0
presynaptic,4.648664176960644,false,9,0.14137331459501537,3.6800455013795763,0,0.0
presynaptic,4.69692617064062,false,9,0.1381853315916825,3.6785592355441046,0,0.0
presynaptic,4.745188164320598,false,9,0.1412362025433491,3.6912914198696196,0,0.0
presynaptic,4.793450158000574,false,9,0.14251373821147997,3.67669185622585,0,0.0
presynaptic,4.841712151680552,false,9,0.14036846128265607,3.693396121002545,0,0.0
presynaptic,4.8899741453605285,false,9,0.1446634083002506,3.6876304370696666,0,0.0
presynaptic,4.938236139040505,false,9,0.14528315174171413,3.681867835600595,0,0.0
presynaptic,4.986498132720483,false,9,0.14675341918302542,3.6758320746273707,0,0.0
presynaptic,5.034760126400459,false,9,0.14881228728034648,3.680370458760029,0,0.0
presynaptic,5.083022120080437,false,9,0.15169537187427956,3.6909574357748025,0,0.0
presynaptic,5.1312841137604135,false,9,0.14948178173371496,3.679601192074155,0,0.0
presynaptic,5.179546107440391,false,9,0.15134810202250965,3.6713131461810735,0,0.0
presynaptic,5.227808101120368,false,9,0.15294990326799862,3.6892279614255292,0,0.0
presynaptic,5.276070094800345,false,9,0.15197654537969899,3.685968656867531,0,0.0
presynaptic,5.324332088480322,false,9,0.15397234370151952,3.685319633165452,0,0.0
presynaptic,5.372594082160298,false,9,0.15553551492446432,3.6896521982389805,0,0.0
presynaptic,5.420856075840276,false,9,0.160017530177067,3.6886934580932516,0,0.0
presynaptic,5.469118069520253,false,9,0.15367978355801049,3.6949557162775966,0,0.0
presynaptic,5.51738006320023,false,9,0.15884202473400108,3.687711327690178,0,0.0
presynaptic,5.565642056880207,false,9,0.16043035136226524,3.6891761705754527,0,0.0
presynaptic,5.613904050560184,false,9,0.16266644340485145,3.682724096405436,0,0.0
presynaptic,5.662166044240161,false,9,0.16135168106975123,3.6798108952771122,0,0.0
presynaptic,5.7104280379201375,false,9,0.16651614179982563,3.6726170008956394,0,0.0
presynaptic,5.758690031600115,false,9,0.16595427717643732,3.695907416332742,0,0.0
presynaptic,5.806952025280092,false,9,0.16595027335160736,3.682797794558947,0,0.0
presynaptic,5.855214018960069,false,9,0.16711103769407482,3.6872391666512723,0,0.0
presynaptic,5.903476012640046,false,9,0.16757279328722893,3.682453509270397,0,0.0
presynaptic,5.951738006320023,false,9,0.16200657192128126,3.683779567637635,0,0.0
presynaptic,6.0,false,9,0.16373921023454374,3.6833382768187644,0,0.0
