mode,control_gain,n_points,mean_burst_frequency_hz,std_burst_frequency_hz,mean_cycle_excitation,std_cycle_excitation,peak_cycle_excitation,mean_gain_factor,mean_alpha_eff,mean_g_eff
direct_gmax,1.2244897959183674,10,0.12544698281093014,0.0015105354387852067,0.0005852441163174391,1.635589171334889e-5,0.0013271915047875528,2.224489795918371,0.049999999999999926,0.0013903061224489791
direct_gmax,1.346938775510204,10,0.12752845309474453,0.005642629719551197,0.0006246690895365236,1.7592119643120762e-5,0.0013997854395145267,2.346938775510207,0.04999999999999995,0.0014668367346938763
direct_gmax,1.469387755102041,10,0.130632034482037,0.003460228272174526,0.0006589743004208799,1.223425029415917e-5,0.0014727731711484423,2.469387755102045,0.04999999999999994,0.0015433673469387736
direct_gmax,1.5918367346938775,10,0.1338780631626028,0.004074684213913161,0.0007018332947114241,2.5067381693545557e-5,0.0015450100318366664,2.5918367346938767,0.04999999999999993,0.0016198979591836725
direct_gmax,1.7142857142857142,10,0.13526471338377735,0.004196333141374177,0.0007421993710977545,1.2212700024752777e-5,0.0016181369071446062,2.7142857142857144,0.04999999999999994,0.001696428571428571
direct_gmax,1.836734693877551,10,0.1385971034854779,0.0035206652193295386,0.0007553895659655615,3.443407222862569e-5,0.0016913629327507073,2.8367346938775504,0.04999999999999993,0.0017729591836734698
direct_gmax,1.9591836734693877,10,0.13956366316679553,0.003938428519790317,0.0007786978155592382,2.9778489663211046e-5,0.0017645559388312058,2.959183673469389,0.04999999999999994,0.001849489795918367
direct_gmax,2.0816326530612246,10,0.14412961599862617,0.003505952648850694,0.0008215369115348422,2.8124588253730622e-5,0.0018376259567500677,3.0816326530612255,0.04999999999999994,0.0019260204081632665
direct_gmax,2.204081632653061,10,0.14540168443040666,0.0038701226256458326,0.0008522701102827053,2.6162456687583652e-5,0.0019099050839441445,3.204081632653062,0.04999999999999995,0.002002551020408166
direct_gmax,2.326530612244898,10,0.14586546416600119,0.0046045584846626485,0.000894164961611022,2.4568121147738674e-5,0.0019829378827278775,3.3265306122448983,0.049999999999999954,0.002079081632653062
direct_gmax,2.4489795918367347,10,0.15126602593148536,0.003147744131439218,0.0009115643441940189,2.3542341524998656e-5,0.0020565857338603406,3.4489795918367356,0.049999999999999954,0.0021556122448979616
direct_gmax,2.5714285714285716,10,0.14902144932492495,0.0033392434214795327,0.0009623676931950417,4.312817197127552e-5,0.0021294752977038716,3.571428571428572,0.04999999999999995,0.002232142857142859
direct_gmax,2.693877551020408,10,0.1543175040078011,0.0029381231067556195,0.0009911643924577498,2.4938920270992427e-5,0.002200983655661893,3.6938775510204094,0.049999999999999954,0.0023086734693877585
direct_gmax,2.816326530612245,10,0.15492523759340573,0.0046454173542832865,0.0010140776382536031,2.3311611377175127e-5,0.002273999888469067,3.8163265306122467,0.04999999999999995,0.0023852040816326496
direct_gmax,2.938775510204082,10,0.15642071714019093,0.0031908819873428776,0.0010364923941940493,2.54781537408433e-5,0.0023468710678153887,3.938775510204084,0.04999999999999996,0.0024617346938775493
direct_gmax,3.061224489795918,10,0.15763218598033216,0.004349758030151043,0.0010741267853408415,6.76005202309721e-5,0.0024190793207355807,4.061224489795917,0.04999999999999996,0.0025382653061224473
direct_gmax,3.183673469387755,10,0.16170478692545942,0.004376371548532446,0.001096896379537057,6.1006237499185925e-5,0.0024924974206866025,4.1836734693877515,0.04999999999999996,0.0026147959183673458
direct_gmax,3.306122448979592,10,0.15970140170698655,0.0036161730789102606,0.001112868783499095,3.147211054934141e-5,0.0025665607222130726,4.306122448979588,0.049999999999999975,0.0026913265306122438
direct_gmax,3.4285714285714284,10,0.1630733432647712,0.0038457537577688858,0.0011842997174635714,5.230465788095959e-5,0.002637937557518419,4.428571428571425,0.049999999999999975,0.0027678571428571414
direct_gmax,3.5510204081632653,10,0.16382237005228262,0.004277232721884837,0.0011803079674489992,6.04470589816555e-5,0.0027107964460369367,4.551020408163263,0.04999999999999996,0.002844387755102039
direct_gmax,3.673469387755102,10,0.1640157514921978,0.002976607467611356,0.001213368182602563,3.2166899590275566e-5,0.0027833321019703834,4.673469387755099,0.049999999999999954,0.0029209183673469395
direct_gmax,3.795918367346939,10,0.1657717549924794,0.004761925304384176,0.001241753326919208,5.712126222302835e-5,0.0028563807154127828,4.795918367346936,0.049999999999999975,0.0029974489795918375
direct_gmax,3.9183673469387754,10,0.16825328633725328,0.00333727371709152,0.001292802870091612,3.612589764185131e-5,0.0029276408465337077,4.918367346938773,0.04999999999999997,0.003073979591836734
direct_gmax,4.040816326530612,10,0.17005998057207383,0.004272653203103833,0.0013003378902061654,3.76015587938492e-5,0.003001716948760344,5.040816326530609,0.049999999999999975,0.0031505102040816314
direct_gmax,4.163265306122449,10,0.1697763434945632,0.004515871383491962,0.0013407888507421905,4.0294253259626525e-5,0.0030737912956923055,5.163265306122446,0.04999999999999997,0.0032270408163265303
direct_gmax,4.285714285714286,10,0.17288440796443738,0.005908352654515693,0.0013360288617825277,5.151827472911256e-5,0.003146226066601867,5.285714285714284,0.04999999999999997,0.003303571428571431
direct_gmax,4.408163265306122,10,0.17022422247831512,0.004595424701658458,0.0013878220791747734,7.217505210213094e-5,0.0032199933897025476,5.408163265306116,0.04999999999999997,0.0033801020408163254
direct_gmax,4.530612244897959,10,0.17363822563992007,0.0038406825619733596,0.0014171927336027131,3.0667537318469764e-5,0.0032916387608213247,5.530612244897953,0.049999999999999975,0.003456632653061229
direct_gmax,4.653061224489796,10,0.17343198935968868,0.0032853997666920363,0.0014619663023799827,5.2851337827811806e-5,0.003364786987484747,5.6530612244897895,0.04999999999999996,0.0035331632653061197
direct_gmax,4.775510204081633,10,0.1751312020717241,0.004295267939709809,0.0014711351732437901,5.575042704046582e-5,0.0034361185808757843,5.7755102040816295,0.049999999999999975,0.0036096938775510208
direct_gmax,4.8979591836734695,10,0.17629938752214314,0.0048962086640472495,0.0015012556582797195,5.0511286698097064e-5,0.0035095681830722447,5.897959183673465,0.049999999999999975,0.003686224489795914
