mode,control_gain,burst_time_s,burst_frequency_hz,mean_effective_excitation,peak_effective_excitation,mean_gain_factor,alpha_eff,g_eff
postsynaptic,0.12244897959183673,294.19497121511006,0.10023236954051991,0.00024616157318687075,0.0005953500010158815,1.0000126573741754,0.050000000000000044,0.0006250079108588598
postsynaptic,0.12244897959183673,304.17178813148297,0.10023756392080872,0.0002461273841211144,0.0005949859326319753,1.0000125547425023,0.050000000000000044,0.000625007846714064
postsynaptic,0.12244897959183673,314.1480880422633,0.10024140431694488,0.0002461877386660343,0.0005954172646866324,1.0000125168981384,0.050000000000000044,0.0006250078230613365
postsynaptic,0.24489795918367346,205.76916593495915,0.08839292419862589,0.00025893223106450517,0.000597313074652328,1.0021549630929585,0.05,0.000626346851933099
postsynaptic,0.24489795918367346,217.0822886658343,0.08929112926658594,0.00025514902268528207,0.0005958247681575456,1.000715339815026,0.04999999999999997,0.0006254470873843913
postsynaptic,0.24489795918367346,228.2816094518266,0.091868842580881,0.0002566975461362546,0.0005956593112862306,1.0002531810061859,0.04999999999999998,0.000625158238128866
postsynaptic,0.24489795918367346,239.16669270646327,0.09402842404220586,0.00024976841654970894,0.0005953891938627059,1.0001026206527912,0.049999999999999996,0.0006250641379079945
postsynaptic,0.24489795918367346,249.8017747062545,0.08660371369072231,0.00025838672337572693,0.000594562672918689,1.0000508095203655,0.04999999999999999,0.0006250317559502284
postsynaptic,0.24489795918367346,261.34862365052936,0.09025253439280492,0.00024973821287236817,0.0005957281239971786,1.0000332827031675,0.05,0.0006250208016894797
postsynaptic,0.24489795918367346,272.4286449122893,0.0886277986406567,0.00026494661590075814,0.0005949878521890972,1.0000277056136118,0.049999999999999954,0.0006250173160085075
postsynaptic,0.24489795918367346,283.71178649244433,0.09372496672431425,0.00025445835564916045,0.0005944211980714001,1.0000258908862836,0.04999999999999998,0.0006250161818039272
postsynaptic,0.24489795918367346,294.38130215033124,0.0933368135114757,0.00025077606651948884,0.0005946092238061597,1.0000252991072642,0.049999999999999975,0.0006250158119420401
postsynaptic,0.24489795918367346,305.09518836926725,0.09514445090450155,0.0002554588002479937,0.0005949139277255027,1.0000250965044046,0.049999999999999954,0.0006250156853152529
postsynaptic,0.3673469387755102,201.2783040781294,0.08594535570503377,0.00025283086625004506,0.0005997751343234351,1.0049785201248311,0.04999999999999998,0.0006281115750780194
postsynaptic,0.3673469387755102,212.91360411030357,0.09049976293618958,0.0002481330056658309,0.0005965914827109374,1.0016183461231238,0.05000000000000001,0.0006260114663269524
postsynaptic,0.3673469387755102,223.96335681192213,0.08733792883026394,0.0002606148584471134,0.0005957476781829081,1.0005526037049208,0.04999999999999997,0.0006253453773155756
postsynaptic,0.3673469387755102,235.4131360017108,0.09083462723787969,0.00025553567327433823,0.0005950042464322464,1.0002043793965536,0.04999999999999996,0.0006251277371228461
postsynaptic,0.3673469387755102,246.42215349215724,0.08905852906101283,0.0002622592288694607,0.0005955980125501505,1.0000924905028947,0.04999999999999997,0.0006250578065643092
postsynaptic,0.3673469387755102,257.6507243044476,0.0938232481058037,0.0002492070391707368,0.0005956325842792898,1.0000558053731263,0.04999999999999999,0.000625034878358204
postsynaptic,0.3673469387755102,268.3090634707948,0.08611705724377644,0.00025761513187421185,0.0005945722464111682,1.000043553551237,0.04999999999999999,0.0006250272209695231
postsynaptic,0.3673469387755102,279.9211648593646,0.08966201409353425,0.0002481863348948518,0.000595166676280014,1.0000394204674,0.04999999999999998,0.000625024637792125
